Survey_Num,Common Name,Length_mm,Depth,Geography,Mid Z_mm,Z.distance
150.3000031,Pygmy Rockfish,94.84700012,98,South,-1336.041992,1.336041992
150.3000031,Pygmy Rockfish,127.8590012,98,South,-1210.092041,1.210092041
150.3000031,Pygmy Rockfish,,98,South,-1428.687012,1.428687012
150.3000031,Pygmy Rockfish,,98,South,-1557.046997,1.557046997
150.3000031,Pygmy Rockfish,143.6719971,98,South,-1812.994995,1.812994995
150.3000031,Pygmy Rockfish,136.4720001,98,South,-2167.650879,2.167650879
150.3000031,Pygmy Rockfish,137.0039978,98,South,-2141.9729,2.1419729
150.3000031,Pygmy Rockfish,133.477005,98,South,-2060.447998,2.060447998
150.3000031,Pygmy Rockfish,,98,South,-3201.514893,3.201514893
150.3000031,Pygmy Rockfish,98.97899628,98,South,-2035.572998,2.035572998
150.3000031,Pygmy Rockfish,,98,South,-1922.019043,1.922019043
150.3000031,Starry Rockfish,366.29599,98,South,-1759.579956,1.759579956
150.3000031,Lingcod,,98,South,-2758.5271,2.7585271
150.3000031,Lingcod,659.3280029,98,South,-3031.701904,3.031701904
150.3000031,Canary Rockfish,464.7229919,98,South,-1992.855957,1.992855957
150.3000031,Lingcod,,98,South,-3103.802979,3.103802979
150.3000031,Lingcod,,98,South,-2157.35791,2.15735791
150.3000031,Canary Rockfish,471.4429932,98,South,-1151.625,1.151625
150.3000031,Lingcod,842.5720215,98,South,-3264.708984,3.264708984
150.3000031,Lingcod,727.9730225,98,South,-3293.238037,3.293238037
150.3000031,Canary Rockfish,480.8670044,98,South,-1228.468018,1.228468018
150.3000031,Yelloweye Rockfish,540.7780151,98,South,-2287.606934,2.287606934
150.3000031,Yelloweye Rockfish,437.7650146,98,South,-2175.184082,2.175184082
150.3000031,Yelloweye Rockfish,626.914978,98,South,-2041.95105,2.04195105
152.1000061,Lingcod,614.0910034,91,Central,-3239.084961,3.239084961
152.1999969,Pygmy Rockfish,91.79000092,81,Central,-1556.557983,1.556557983
152.1999969,Pygmy Rockfish,68.19499969,81,Central,-1714.567993,1.714567993
152.1999969,Pygmy Rockfish,,81,Central,-2607.987061,2.607987061
152.1999969,Pygmy Rockfish,124.8649979,81,Central,-1626.452026,1.626452026
152.1999969,Pygmy Rockfish,125.0550003,81,Central,-1302.279053,1.302279053
152.1999969,Pygmy Rockfish,,81,Central,-1588.667969,1.588667969
152.1999969,Pygmy Rockfish,115.3249969,81,Central,-701.382019,0.701382019
152.1999969,Pygmy Rockfish,119.1729965,81,Central,-826.1110229,0.826111023
152.1999969,Pygmy Rockfish,110.3280029,81,Central,-749.9500122,0.749950012
152.1999969,Pygmy Rockfish,,81,Central,-821.2949829,0.821294983
152.1999969,Pygmy Rockfish,94.10600281,81,Central,-1225.983032,1.225983032
152.1999969,Pygmy Rockfish,114.8919983,81,Central,-1492.81897,1.49281897
152.1999969,Pygmy Rockfish,109.1149979,81,Central,-1292.437012,1.292437012
152.1999969,Pygmy Rockfish,97.54199982,81,Central,-1345.194946,1.345194946
152.1999969,Pygmy Rockfish,,81,Central,,0
152.1999969,Pygmy Rockfish,97.25700378,81,Central,-1303.868042,1.303868042
152.1999969,Lingcod,,81,Central,-727.1740112,0.727174011
152.1999969,Lingcod,576.4240112,81,Central,-1846.769043,1.846769043
152.1999969,Lingcod,600.1690063,81,Central,-2036.814941,2.036814941
152.3000031,Lingcod,657.8740234,76,Central,-1571.581055,1.571581055
152.3999939,Pygmy Rockfish,,75,Central,-1257.265015,1.257265015
152.3999939,Canary Rockfish,390.0020142,75,Central,-1263.430054,1.263430054
152.3999939,Canary Rockfish,349.5499878,75,Central,-1772.371948,1.772371948
152.3999939,Canary Rockfish,,75,Central,-2542.781006,2.542781006
153.3000031,Lingcod,,95,Central,-845.0670166,0.845067017
153.3999939,Lingcod,,92,Central,-1474.91394,1.47491394
153.5,Lingcod,,81,Central,-1367.932007,1.367932007
153.5,Pygmy Rockfish,106.4769974,81,Central,-1852.331055,1.852331055
153.5,Pygmy Rockfish,86.42900085,81,Central,-1492.894043,1.492894043
153.5,Canary Rockfish,360.4440002,81,Central,-1683.113037,1.683113037
154.3000031,Lingcod,,120,Central,-2755.601074,2.755601074
154.5,Lingcod,,110,Central,-3958.991943,3.958991943
154.5,Lingcod,,110,Central,-1468.522949,1.468522949
154.5,Yelloweye Rockfish,154.2070007,110,Central,-1460.271973,1.460271973
155.1999969,Lingcod,,115,Central,-2364.648926,2.364648926
158.1000061,Canary Rockfish,355.5249939,108,Central,-1143.984009,1.143984009
158.1000061,Canary Rockfish,352.67099,108,Central,-1392.975952,1.392975952
158.1000061,Canary Rockfish,386.2430115,108,Central,-1035.087036,1.035087036
158.1000061,Canary Rockfish,,108,Central,-1422.833984,1.422833984
158.1000061,Canary Rockfish,,108,Central,-1347.875,1.347875
158.1000061,Canary Rockfish,344.1329956,108,Central,-871.3900146,0.871390015
158.1000061,Canary Rockfish,377.618988,108,Central,-1270.82605,1.27082605
158.1000061,Canary Rockfish,,108,Central,-672.2340088,0.672234009
158.1000061,Canary Rockfish,,108,Central,-868.3690186,0.868369019
158.1000061,Canary Rockfish,,108,Central,-584.8480225,0.584848022
158.1000061,Canary Rockfish,425.8649902,108,Central,-958.1140137,0.958114014
158.1000061,Canary Rockfish,,108,Central,-1785.621948,1.785621948
158.1000061,Canary Rockfish,,108,Central,-1277.334961,1.277334961
158.1000061,Canary Rockfish,395.0180054,108,Central,-1473.386963,1.473386963
158.1000061,Canary Rockfish,,108,Central,-1713.485962,1.713485962
158.1000061,Canary Rockfish,,108,Central,-711.5180054,0.711518005
158.1000061,Canary Rockfish,,108,Central,-995.1270142,0.995127014
158.1000061,Canary Rockfish,338.4979858,108,Central,-1248.463013,1.248463013
158.1000061,Canary Rockfish,354.9360046,108,Central,-994.2680054,0.994268005
158.1000061,Canary Rockfish,349.1919861,108,Central,-1514.730957,1.514730957
158.1000061,Canary Rockfish,322.5660095,108,Central,-1998.891968,1.998891968
158.1000061,Canary Rockfish,,108,Central,-1704.071045,1.704071045
158.1000061,Canary Rockfish,379.4580078,108,Central,-1963.468994,1.963468994
158.1000061,Canary Rockfish,373.2810059,108,Central,-1696.598022,1.696598022
158.1000061,Canary Rockfish,350.4599915,108,Central,-2384.528076,2.384528076
158.1000061,Canary Rockfish,381.1650085,108,Central,-1795.519043,1.795519043
158.1000061,Canary Rockfish,341.8299866,108,Central,-1489.303955,1.489303955
158.1000061,Canary Rockfish,415.5660095,108,Central,-1836.203003,1.836203003
158.1000061,Canary Rockfish,,108,Central,-984.2119751,0.984211975
158.1000061,Canary Rockfish,411.4719849,108,Central,-900.1989746,0.900198975
158.1999969,Canary Rockfish,420.4830017,110,Central,-1880.61499,1.88061499
158.1999969,Canary Rockfish,421.006012,110,Central,-1993.260986,1.993260986
158.1999969,Canary Rockfish,409.901001,110,Central,-2428.39502,2.42839502
158.1999969,Canary Rockfish,365.7829895,110,Central,-1806.55603,1.80655603
158.1999969,Canary Rockfish,413.8919983,110,Central,-1542.655029,1.542655029
158.1999969,Canary Rockfish,,110,Central,-731.0629883,0.731062988
158.1999969,Canary Rockfish,371.5190125,110,Central,-2134.091064,2.134091064
158.1999969,Canary Rockfish,449.8299866,110,Central,-1442.628052,1.442628052
158.1999969,Canary Rockfish,,110,Central,-789.4630127,0.789463013
159.1000061,Lingcod,258.0509949,94,Central,-1380.233032,1.380233032
159.1000061,Yelloweye Rockfish,165.8379974,94,Central,-1891.774048,1.891774048
159.1000061,Canary Rockfish,274.1759949,94,Central,-1083.904053,1.083904053
159.1000061,Canary Rockfish,,94,Central,-825.9710083,0.825971008
159.1000061,Canary Rockfish,201.2120056,94,Central,-1270.93396,1.27093396
159.1000061,Canary Rockfish,,94,Central,-1518.869995,1.518869995
159.1000061,Canary Rockfish,206.5870056,94,Central,-882.9299927,0.882929993
159.1000061,Canary Rockfish,184.9550018,94,Central,-1596.661011,1.596661011
159.1000061,Canary Rockfish,260.1650085,94,Central,-1362.379028,1.362379028
159.1000061,Lingcod,217.7389984,94,Central,-2120.806885,2.120806885
159.1999969,Lingcod,326.4790039,91,Central,-1079.21106,1.07921106
159.3000031,Lingcod,218.6210022,100,Central,-1786.041016,1.786041016
160.1000061,Canary Rockfish,354.4649963,99,Central,-1758.477051,1.758477051
160.1000061,Canary Rockfish,397.2929993,99,Central,-2299.912109,2.299912109
160.1999969,Canary Rockfish,372.4559937,93,Central,-2041.293945,2.041293945
160.1999969,Canary Rockfish,344.2730103,93,Central,-1158.313965,1.158313965
160.1999969,Canary Rockfish,,93,Central,-2827.695068,2.827695068
160.1999969,Canary Rockfish,,93,Central,-1841.694946,1.841694946
160.1999969,Canary Rockfish,324.2909851,93,Central,-2415.971924,2.415971924
160.1999969,Canary Rockfish,328.4379883,93,Central,-2665.176025,2.665176025
160.1999969,Canary Rockfish,,93,Central,-2144.011963,2.144011963
160.1999969,Canary Rockfish,415.0350037,93,Central,-1215.199951,1.215199951
160.1999969,Canary Rockfish,321.7720032,93,Central,-2670.514893,2.670514893
160.1999969,Canary Rockfish,378.0759888,93,Central,-2501.144043,2.501144043
160.1999969,Canary Rockfish,447.2420044,93,Central,-1986.739014,1.986739014
160.1999969,Canary Rockfish,382.1520081,93,Central,-2445.2771,2.4452771
160.1999969,Canary Rockfish,388.7869873,93,Central,-1337.425049,1.337425049
160.1999969,Canary Rockfish,393.4819946,93,Central,-1926.171021,1.926171021
160.1999969,Canary Rockfish,407.0639954,93,Central,-3281.631104,3.281631104
160.1999969,Canary Rockfish,,93,Central,-2413.332031,2.413332031
160.1999969,Canary Rockfish,380.3519897,93,Central,-2957.215088,2.957215088
160.1999969,Canary Rockfish,355.1480103,93,Central,-2295.551025,2.295551025
160.1999969,Canary Rockfish,358.5589905,93,Central,-2403.715088,2.403715088
160.1999969,Canary Rockfish,364.4339905,93,Central,-3129.106934,3.129106934
160.1999969,Canary Rockfish,413.5320129,93,Central,-3481.440918,3.481440918
160.1999969,Lingcod,504.2309875,93,Central,-3009.283936,3.009283936
160.1999969,Lingcod,665.617981,93,Central,-1996.504028,1.996504028
160.1999969,Lingcod,427.480011,93,Central,-1747.041992,1.747041992
160.1999969,Lingcod,480.6579895,93,Central,-3390.690918,3.390690918
160.1999969,Lingcod,457.9769897,93,Central,-2302.534912,2.302534912
160.1999969,Lingcod,704.039978,93,Central,-2413.094971,2.413094971
160.1999969,Lingcod,505.9660034,93,Central,-2266.115967,2.266115967
160.1999969,Yelloweye Rockfish,447.7770081,93,Central,-2516.226074,2.516226074
160.1999969,Yelloweye Rockfish,531.4119873,93,Central,-1669.01001,1.66901001
162.1000061,Lingcod,195.5440063,103,Central,-1143.121948,1.143121948
162.1000061,Lingcod,178.3159943,103,Central,-1127.600952,1.127600952
163.3000031,Yelloweye Rockfish,164.8589935,107,Central,-2216.197998,2.216197998
163.3000031,Lingcod,657.5679932,107,Central,-2854.24707,2.85424707
163.3000031,Lingcod,938.7780151,107,Central,-2197.291016,2.197291016
163.3000031,Lingcod,659.947998,107,Central,-2168.149902,2.168149902
163.3999939,Lingcod,434.2869873,110,Central,-1571.43103,1.57143103
163.3999939,Starry Rockfish,332.4970093,110,Central,-2783.418945,2.783418945
163.3999939,Starry Rockfish,311.3259888,110,Central,-1478.871948,1.478871948
163.3999939,Yelloweye Rockfish,176.0189972,110,Central,-1681.157959,1.681157959
163.3999939,Yelloweye Rockfish,142.4320068,110,Central,-1032.896973,1.032896973
164.1000061,Lingcod,545.7030029,113,Central,-1085.952026,1.085952026
164.1000061,Yelloweye Rockfish,270.0740051,113,Central,-1971.973022,1.971973022
164.1999969,Yelloweye Rockfish,107.8030014,115,Central,-895.5310059,0.895531006
166.1000061,Lingcod,737.1160278,87,Central,-2222.64209,2.22264209
166.1000061,Lingcod,710.0020142,87,Central,-1985.350952,1.985350952
166.1000061,Lingcod,600.4169922,87,Central,-1650.641968,1.650641968
166.1000061,Lingcod,684.1220093,87,Central,-1927.906006,1.927906006
166.1000061,Yelloweye Rockfish,440.9079895,87,Central,-1345.334961,1.345334961
166.1000061,Canary Rockfish,,87,Central,-1174.608032,1.174608032
166.1000061,Pygmy Rockfish,53.81700134,87,Central,-854.7219849,0.854721985
166.1000061,Canary Rockfish,378.394989,87,Central,-1456.170044,1.456170044
166.1000061,Pygmy Rockfish,,87,Central,-1262.546021,1.262546021
166.1000061,Canary Rockfish,326.9309998,87,Central,-747.6599731,0.747659973
166.1000061,Canary Rockfish,347.4649963,87,Central,-1142.410034,1.142410034
166.1000061,Canary Rockfish,342.1289978,87,Central,-682.5339966,0.682533997
166.1000061,Canary Rockfish,393.9110107,87,Central,-1309.602051,1.309602051
166.1000061,Canary Rockfish,409.2290039,87,Central,-1466.029053,1.466029053
166.1000061,Canary Rockfish,393.3729858,87,Central,-929.3540039,0.929354004
166.1000061,Canary Rockfish,392.2390137,87,Central,-1722.60498,1.72260498
166.1999969,Lingcod,466.0329895,94,Central,-2283.156006,2.283156006
166.1999969,Canary Rockfish,336.1359863,94,Central,-1772.062012,1.772062012
166.1999969,Canary Rockfish,350.7659912,94,Central,-985.1339722,0.985133972
166.1999969,Pygmy Rockfish,41.30599976,94,Central,-1482.910034,1.482910034
166.1999969,Pygmy Rockfish,56.94499969,94,Central,-1854.912964,1.854912964
166.1999969,Pygmy Rockfish,42.40599823,94,Central,-1800.281982,1.800281982
166.1999969,Pygmy Rockfish,47.03099823,94,Central,-1906.400024,1.906400024
166.1999969,Pygmy Rockfish,58.25799942,94,Central,-1588.772949,1.588772949
166.1999969,Pygmy Rockfish,,94,Central,-1845.741943,1.845741943
166.1999969,Pygmy Rockfish,52.59600067,94,Central,-1617.702026,1.617702026
166.1999969,Pygmy Rockfish,,94,Central,-1770.474976,1.770474976
166.1999969,Pygmy Rockfish,67.13300323,94,Central,-1341.807007,1.341807007
166.1999969,Pygmy Rockfish,79.88600159,94,Central,-1219.381958,1.219381958
166.1999969,Pygmy Rockfish,57.39099884,94,Central,-1219.947021,1.219947021
166.1999969,Starry Rockfish,186.9149933,94,Central,-1219.847046,1.219847046
166.1999969,Starry Rockfish,232.447998,94,Central,-1769.612061,1.769612061
168.3000031,Yelloweye Rockfish,161.4499969,135,Central,-1405.311035,1.405311035
170.1000061,Lingcod,,97,Central,-1281.540039,1.281540039
170.1000061,Lingcod,547.7440186,97,Central,-1762.311035,1.762311035
170.1000061,Canary Rockfish,284.6889954,97,Central,-812.5310059,0.812531006
170.1000061,Starry Rockfish,168.9290009,97,Central,-809.4069824,0.809406982
170.1999969,Starry Rockfish,321.9460144,97,Central,-1159.612061,1.159612061
170.1999969,Yelloweye Rockfish,360.3760071,97,Central,-1510.417969,1.510417969
170.1999969,Canary Rockfish,333.7650146,97,Central,-1367.791992,1.367791992
170.1999969,Canary Rockfish,323.8859863,97,Central,-790.6810303,0.79068103
170.1999969,Lingcod,,97,Central,-1206.343994,1.206343994
170.1999969,Lingcod,,97,Central,-1610.817993,1.610817993
170.1999969,Lingcod,,97,Central,-2166.688965,2.166688965
170.3000031,Canary Rockfish,371.868988,95,Central,-892.5609741,0.892560974
170.3000031,Canary Rockfish,357.1870117,95,Central,-1047.612061,1.047612061
170.3000031,Canary Rockfish,365.0960083,95,Central,-1103.100952,1.103100952
170.3000031,Canary Rockfish,,95,Central,-629.5189819,0.629518982
170.3000031,Starry Rockfish,,95,Central,-1481.885986,1.481885986
170.3000031,Starry Rockfish,243.6040039,95,Central,-775.3389893,0.775338989
170.3000031,Starry Rockfish,316.1430054,95,Central,-858.4110107,0.858411011
170.3000031,Lingcod,,95,Central,-917.4609985,0.917460999
170.3000031,Lingcod,,95,Central,-1926.557983,1.926557983
170.3000031,Lingcod,,95,Central,-2225.173096,2.225173096
170.3000031,Lingcod,,95,Central,-1265.347046,1.265347046
170.3000031,Lingcod,438.928009,95,Central,-971.5059814,0.971505981
170.3999939,Yelloweye Rockfish,296.0840149,97,Central,-1106.157959,1.106157959
170.3999939,Lingcod,,97,Central,-1960.583008,1.960583008
170.3999939,Starry Rockfish,297.20401,97,Central,-1126.209961,1.126209961
170.3999939,Starry Rockfish,277.5929871,97,Central,-1092.706055,1.092706055
170.3999939,Starry Rockfish,310.9289856,97,Central,-1080.20105,1.08020105
170.3999939,Lingcod,,97,Central,-2151.656006,2.151656006
170.3999939,Canary Rockfish,311.1570129,97,Central,-756.5219727,0.756521973
170.3999939,Canary Rockfish,283.1929932,97,Central,-1026.154053,1.026154053
170.3999939,Canary Rockfish,333.6059875,97,Central,-1178.926025,1.178926025
170.3999939,Canary Rockfish,295.4840088,97,Central,-793.2639771,0.793263977
170.3999939,Canary Rockfish,,97,Central,-543.4379883,0.543437988
170.3999939,Canary Rockfish,307.6539917,97,Central,-1165.636963,1.165636963
170.3999939,Canary Rockfish,320.3890076,97,Central,-803.973999,0.803973999
170.3999939,Canary Rockfish,,97,Central,-545.0239868,0.545023987
170.3999939,Canary Rockfish,293.75,97,Central,-1041.657959,1.041657959
170.3999939,Canary Rockfish,293.2000122,97,Central,-1505.409058,1.505409058
170.3999939,Canary Rockfish,281.7080078,97,Central,-940.7379761,0.940737976
170.3999939,Canary Rockfish,305.822998,97,Central,-1265.121948,1.265121948
170.3999939,Canary Rockfish,313.177002,97,Central,-848.0300293,0.848030029
170.3999939,Canary Rockfish,,97,Central,-960.6160278,0.960616028
170.3999939,Canary Rockfish,322.7019958,97,Central,-1506.355957,1.506355957
170.3999939,Canary Rockfish,288.9509888,97,Central,-744.3499756,0.744349976
171.1000061,Pygmy Rockfish,108.8659973,90,Central,-1589.793945,1.589793945
171.1000061,Lingcod,,90,Central,-3060.001953,3.060001953
171.1000061,Lingcod,518.3859863,90,Central,-1470.319946,1.470319946
172.1999969,Yelloweye Rockfish,122.9020004,196,Central,-1138.223022,1.138223022
173.1000061,Lingcod,291.9230042,110,Central,-1884.910034,1.884910034
173.1000061,Lingcod,266.1329956,110,Central,-1398.593018,1.398593018
173.1000061,Lingcod,353.5939941,110,Central,-3170.641113,3.170641113
173.1000061,Lingcod,414.0320129,110,Central,-2345.238037,2.345238037
173.1000061,Lingcod,421.7850037,110,Central,-2704.391113,2.704391113
173.1000061,Lingcod,392.6499939,110,Central,-1870.552002,1.870552002
173.1000061,Lingcod,,110,Central,-2840.491943,2.840491943
173.1999969,Lingcod,,115,Central,-2303.362061,2.303362061
173.1999969,Starry Rockfish,344.2309875,115,Central,-1096.442993,1.096442993
173.1999969,Starry Rockfish,299.7650146,115,Central,-869.0310059,0.869031006
173.1999969,Yelloweye Rockfish,497.5780029,115,Central,-1931.343994,1.931343994
173.3000031,Lingcod,396.5549927,116,Central,-3021.944092,3.021944092
173.3000031,Lingcod,346.5159912,116,Central,-2731.033936,2.731033936
173.3000031,Canary Rockfish,,116,Central,-752.46698,0.75246698
173.3000031,Canary Rockfish,339.144989,116,Central,-1195.688965,1.195688965
173.3000031,Canary Rockfish,339.79599,116,Central,-1118.264038,1.118264038
173.3000031,Canary Rockfish,333.9169922,116,Central,-1083.243042,1.083243042
173.3000031,Canary Rockfish,,116,Central,-885.7589722,0.885758972
173.3000031,Canary Rockfish,340.401001,116,Central,-1595.597046,1.595597046
173.3000031,Canary Rockfish,346.9689941,116,Central,-1326.602051,1.326602051
175.1000061,Lingcod,432.2789917,102,Central,-3294.033936,3.294033936
175.1000061,Canary Rockfish,,102,Central,-698.5219727,0.698521973
175.1000061,Canary Rockfish,348.3760071,102,Central,-1054.866943,1.054866943
175.1000061,Canary Rockfish,298.2850037,102,Central,-1268.60498,1.26860498
175.1000061,Canary Rockfish,347.1369934,102,Central,-3196.804932,3.196804932
175.1000061,Canary Rockfish,347.0230103,102,Central,-701.4780273,0.701478027
175.1000061,Canary Rockfish,331.0899963,102,Central,-1389.040039,1.389040039
175.1000061,Canary Rockfish,317.9410095,102,Central,-1077.786011,1.077786011
175.1000061,Canary Rockfish,320.3139954,102,Central,-2390.445068,2.390445068
175.1000061,Canary Rockfish,,102,Central,-711.8660278,0.711866028
175.1000061,Canary Rockfish,,102,Central,-841.9639893,0.841963989
175.1000061,Yelloweye Rockfish,347.1419983,102,Central,-706.3569946,0.706356995
175.1999969,Lingcod,437.1719971,108,Central,-2315.128906,2.315128906
175.1999969,Lingcod,385.0620117,108,Central,-2982.538086,2.982538086
175.1999969,Canary Rockfish,351.8460083,108,Central,-945.625,0.945625
175.1999969,Pygmy Rockfish,96.7480011,108,Central,-1008.322998,1.008322998
175.1999969,Pygmy Rockfish,118.848999,108,Central,-2261.553955,2.261553955
175.1999969,Starry Rockfish,287.006012,108,Central,-1880.000977,1.880000977
175.3000031,Lingcod,472.0929871,109,Central,-1717.85498,1.71785498
175.3000031,Lingcod,323.54599,109,Central,-2902.983887,2.902983887
175.3000031,Starry Rockfish,,109,Central,-1001.205017,1.001205017
175.3000031,Starry Rockfish,310.3110046,109,Central,-1586.149048,1.586149048
175.3999939,Pygmy Rockfish,86.05799866,111,Central,-1454.140991,1.454140991
175.3999939,Pygmy Rockfish,79.01300049,111,Central,-2124.756104,2.124756104
176.1000061,Lingcod,503.8970032,101,Central,-2520.016113,2.520016113
177.1000061,Canary Rockfish,354.6719971,124,Central,-1665.265991,1.665265991
177.1000061,Pygmy Rockfish,119.5930023,124,Central,-1308.912964,1.308912964
178.1000061,Pygmy Rockfish,74.07499695,97,Central,-2419.350098,2.419350098
178.1000061,Pygmy Rockfish,69.74700165,97,Central,-2440.258057,2.440258057
178.1000061,Pygmy Rockfish,92.3219986,97,Central,-2540.428955,2.540428955
178.1000061,Pygmy Rockfish,,97,Central,-2447.693115,2.447693115
178.1000061,Lingcod,,97,Central,-2085.658936,2.085658936
178.1000061,Pygmy Rockfish,95.98999786,97,Central,-1889.102051,1.889102051
178.1000061,Pygmy Rockfish,83.32900238,97,Central,-1883.18396,1.88318396
178.1000061,Pygmy Rockfish,84.12999725,97,Central,-1644.93103,1.64493103
178.1000061,Canary Rockfish,388.4660034,97,Central,-1391.503052,1.391503052
178.1000061,Canary Rockfish,380.2929993,97,Central,-2053.650879,2.053650879
178.1000061,Canary Rockfish,352.6589966,97,Central,-1633.416992,1.633416992
178.1000061,Canary Rockfish,468.1839905,97,Central,-1871.107056,1.871107056
178.1000061,Canary Rockfish,335.098999,97,Central,-1291.415039,1.291415039
178.1000061,Canary Rockfish,368.70401,97,Central,-3051.583008,3.051583008
178.1999969,Lingcod,848.3200073,96,Central,-2244.410889,2.244410889
178.1999969,Lingcod,658.072998,96,Central,-1571.249023,1.571249023
178.1999969,Lingcod,717.1389771,96,Central,-1473.20105,1.47320105
178.1999969,Canary Rockfish,412.2929993,96,Central,-1012.09198,1.01209198
178.1999969,Canary Rockfish,445.756012,96,Central,-1911.389038,1.911389038
178.1999969,Canary Rockfish,380.5599976,96,Central,-2363.062012,2.363062012
178.1999969,Canary Rockfish,349.1830139,96,Central,-2185.850098,2.185850098
178.1999969,Canary Rockfish,,96,Central,-1932.128052,1.932128052
178.1999969,Pygmy Rockfish,76.72399902,96,Central,-1198.953003,1.198953003
178.1999969,Pygmy Rockfish,123.8509979,96,Central,-935.3950195,0.93539502
178.1999969,Pygmy Rockfish,64.05000305,96,Central,-1156.677979,1.156677979
178.1999969,Pygmy Rockfish,80.43699646,96,Central,-892.2420044,0.892242004
178.1999969,Pygmy Rockfish,114.3180008,96,Central,-1596.925049,1.596925049
178.1999969,Pygmy Rockfish,112.5090027,96,Central,-1694.38501,1.69438501
178.1999969,Pygmy Rockfish,,96,Central,-958.1190186,0.958119019
178.1999969,Pygmy Rockfish,87.16200256,96,Central,-1054.269043,1.054269043
178.1999969,Pygmy Rockfish,124.2969971,96,Central,-1602.780029,1.602780029
178.1999969,Pygmy Rockfish,82.45800018,96,Central,-1399.001953,1.399001953
178.1999969,Pygmy Rockfish,91.46900177,96,Central,-1452.241943,1.452241943
178.1999969,Pygmy Rockfish,96.55899811,96,Central,-1106.667969,1.106667969
178.1999969,Pygmy Rockfish,109.5429993,96,Central,-1127.073975,1.127073975
178.1999969,Pygmy Rockfish,,96,Central,-1491.860962,1.491860962
178.1999969,Pygmy Rockfish,115.2409973,96,Central,-969.9810181,0.969981018
178.1999969,Pygmy Rockfish,105.7740021,96,Central,-1124.652954,1.124652954
178.1999969,Pygmy Rockfish,110.1529999,96,Central,-915.1760254,0.915176025
178.1999969,Pygmy Rockfish,,96,Central,-1884.615967,1.884615967
178.1999969,Pygmy Rockfish,96.70300293,96,Central,-1716.671021,1.716671021
178.1999969,Pygmy Rockfish,105.4580002,96,Central,-1509.837036,1.509837036
178.1999969,Pygmy Rockfish,98.9280014,96,Central,-1412.777954,1.412777954
178.1999969,Pygmy Rockfish,67.7559967,96,Central,-1162.442993,1.162442993
178.1999969,Pygmy Rockfish,66.01100159,96,Central,-1104.88501,1.10488501
178.1999969,Pygmy Rockfish,114.5080032,96,Central,-1667.267944,1.667267944
178.1999969,Pygmy Rockfish,84.47200012,96,Central,-1039.96106,1.03996106
178.1999969,Pygmy Rockfish,70.11199951,96,Central,-1209.187012,1.209187012
178.3000031,Lingcod,526.9749756,101,Central,-1495.92395,1.49592395
178.3000031,Lingcod,494.4849854,101,Central,-2044.70105,2.04470105
178.3000031,Pygmy Rockfish,91.26999664,101,Central,-1567.917969,1.567917969
178.3000031,Pygmy Rockfish,80.19799805,101,Central,-1257.696045,1.257696045
178.3000031,Pygmy Rockfish,,101,Central,-1046.18396,1.04618396
178.3000031,Pygmy Rockfish,81.76799774,101,Central,-1150.828979,1.150828979
178.3000031,Pygmy Rockfish,88.29399872,101,Central,-1280.435059,1.280435059
178.3000031,Pygmy Rockfish,,101,Central,-1880.614014,1.880614014
178.3000031,Pygmy Rockfish,,101,Central,-1945.047974,1.945047974
178.3000031,Pygmy Rockfish,70.60299683,101,Central,-1535.619995,1.535619995
179.1000061,Lingcod,588.6870117,93,Central,-1893.910034,1.893910034
179.1000061,Pygmy Rockfish,92.62000275,93,Central,-1159.453979,1.159453979
179.1000061,Pygmy Rockfish,120.2639999,93,Central,-1125.907959,1.125907959
179.1000061,Pygmy Rockfish,73.93699646,93,Central,-1128.921021,1.128921021
179.1000061,Pygmy Rockfish,84.66600037,93,Central,-1433.385986,1.433385986
179.1000061,Pygmy Rockfish,92.77400208,93,Central,-1045.954956,1.045954956
179.1000061,Pygmy Rockfish,103.6090012,93,Central,-1199.619995,1.199619995
179.1000061,Starry Rockfish,131.8130035,93,Central,-859.1370239,0.859137024
179.1999969,Pygmy Rockfish,76.65399933,102,Central,-1211.197021,1.211197021
179.1999969,Pygmy Rockfish,51.52500153,102,Central,-1158.407959,1.158407959
179.1999969,Pygmy Rockfish,100.3069992,102,Central,-1463.592041,1.463592041
179.1999969,Pygmy Rockfish,87.5739975,102,Central,-1219.647949,1.219647949
179.1999969,Pygmy Rockfish,96.94799805,102,Central,-1119.014038,1.119014038
180.1000061,Lingcod,298.9119873,114,Central,-2352.987061,2.352987061
180.1000061,Lingcod,439.1690063,114,Central,-2637.987061,2.637987061
181.1000061,Pygmy Rockfish,87.9489975,85,Central,-975.473999,0.975473999
182.1000061,Lingcod,466.105011,84,Central,-1551.534058,1.551534058
182.1000061,Pygmy Rockfish,149.5829926,84,Central,-1546.473999,1.546473999
182.1000061,Pygmy Rockfish,79.97399902,84,Central,-1521.31897,1.52131897
182.1000061,Canary Rockfish,,84,Central,-2830.259033,2.830259033
182.1000061,Pygmy Rockfish,129.2680054,84,Central,-1637.350952,1.637350952
182.1000061,Pygmy Rockfish,98.40100098,84,Central,-1646.676025,1.646676025
182.1000061,Pygmy Rockfish,,84,Central,-2524.873047,2.524873047
182.1000061,Pygmy Rockfish,,84,Central,-1451.828003,1.451828003
182.1000061,Canary Rockfish,,84,Central,-2930.562988,2.930562988
